time,line,emotion,score
2940.338,It's light out at 1:00 in the morning!,surprise,0.6962818503379822
2942.54,I have never been inside so many jars in my life.,surprise,0.6574288606643677
2946.182,And the Riley we knew is gone!,surprise,0.6951462626457214
2947.983,"And if Joy can't see that, well, then, she's delusional!",anger,0.48333096504211426
2955.636,Delusional?,anger,0.35257506370544434
2956.971,Of course I'm delusional!,anger,0.5207670331001282
2959.301,"Do you know how hard it is to stay positive all the time,",neutral,0.3868769407272339
2961.845,"when all you folks do is complain, complain, complain?",anger,0.9445604085922241
2965.584,Jiminy mother-loving toaster strudel!,joy,0.3714694380760193
2967.693,[all gasp],fear,0.4559359550476074
2968.688,Do you think I have all the answers?,surprise,0.6152639389038086
2970.655,Of course I don't!,anger,0.5775982737541199
2973.032,[sighs],disgust,0.4457285702228546
2974.637,We can't even find the back of our own mind.,disgust,0.39953282475471497
2981.787,Anxiety is right!,fear,0.8778237104415894
2983.688,Riley doesn't need us as much as she needs them.,neutral,0.8821702599525452
2989.967,And that hurts.,sadness,0.9350729584693909
2992.665,It really hurts.,sadness,0.9283233284950256
2998.715,"Joy, you've made a lot of mistakes.",neutral,0.5052700638771057
3000.955,A lot.,neutral,0.8175411820411682
3002.56,And you'll make a whole lot more in the future.,neutral,0.9370728731155396
3006.366,"But if you let that stop you,",anger,0.7887932062149048
3008.031,we might as well lie down and give up now.,sadness,0.39732205867767334
3010.609,"Well, actually, that does sound kinda nice.",joy,0.659186601638794
3012.571,Ow!,disgust,0.4210648834705353
3014.112,Come on.,anger,0.4805103838443756
3021.895,- [Anger] Excuse us. - Hey! You can't use that.,anger,0.9567281007766724
3023.699,- Riley emergency. - [Fear] Thank you!,fear,0.9670553207397461
3026.708,Hop on!,neutral,0.40228986740112305
3030.816,[chuckles],neutral,0.7589215636253357
3032.82,[all screaming],anger,0.7261609435081482
3036.256,[Anger laughing],anger,0.6820386052131653
3039.328,[all grunt],disgust,0.41333502531051636
3042.473,Let's just forget that ever happened.,neutral,0.9061639308929443
3043.936,You don't have to ask me twice.,neutral,0.8830702900886536
3046.104,- [Joy sighs] - [Disgust groans],disgust,0.9793784022331238
3047.916,[Anger groaning],anger,0.9242559671401978
3049.051,[gasps] Look.,neutral,0.41821807622909546
3052.122,[Fear gasps],fear,0.9585325121879578
3054.491,We're right behind you.,neutral,0.7268338799476624
3064.111,[sighs],disgust,0.4457285702228546
3065.447,- Whoa! - This is great.,surprise,0.5329328179359436
3067.014,The Fire Hawks have accepted us.,joy,0.46583110094070435
3068.524,"But if Coach doesn't put us on the team,",anger,0.6562208533287048
3070.159,none of that matters.,neutral,0.6780270934104919
3071.293,Tomorrow is everything.,neutral,0.8236879110336304
3072.829,Which is why we're gonna need more help.,sadness,0.4374772906303406
3075.129,"Ennui, are you paying attention?",surprise,0.3658792972564697
3076.404,- No. - Ugh. Embarrassment?,disgust,0.9548594355583191
3078.302,"[Grace] <i>Well, this has been really fun.</i>",joy,0.9683566093444824
3079.412,[Anxiety distantly] Embarrassment?,fear,0.9022986888885498
3080.68,- [Bree] <i>Extremely.</i> - [Anxiety] Never mind.,fear,0.9698107838630676
3082.114,"- [Grace] <i>But we're gonna go.</i> - [Riley] <i>Okay, bye.</i>",neutral,0.4921659231185913
3084.218,[book thuds],neutral,0.8798149824142456
3092.904,Ah!,surprise,0.8778499960899353
3094.772,"- [gasps] - [Anxiety] Now, let's see.",fear,0.9420835971832275
3096.111,What am I looking for?,neutral,0.5535057783126831
3098.309,"Don't you just hate it when you go to do something,",anger,0.7455950379371643
3099.681,"and then you get there to do it,",neutral,0.8396195769309998
3100.783,and you forget what you were gonna do?,surprise,0.5870235562324524
3102.018,[Envy] We'll need all the help we can get.,neutral,0.9019500613212585
3103.726,[Anxiety] That is exactly what I was thinking.,fear,0.8548917174339294
3106.063,[whimpers],disgust,0.4033295214176178
3112.569,Oh...,neutral,0.6805174946784973
3116.949,[Anxiety] Most important game of our lives.,fear,0.9658227562904358
3124.199,[Embarrassment whimpers],disgust,0.9686434268951416
3129.468,"All right, guys, it's gonna be a long night.",neutral,0.48279058933258057
3131.746,"- [cans popping open] - [gulps, sighs]",joy,0.460222989320755
3134.286,So let's get the team ready.,neutral,0.8978527784347534
3137.583,[Joy] Come on. We just need to cut through...,neutral,0.5671563744544983
3139.924,[gasps] Imagination Land!,joy,0.6143174767494202
3142.227,"Oh, you guys are gonna love it.",joy,0.6527543663978577
3143.738,There's French Fry forest and Cloud Town and...,neutral,0.8592644929885864
3148.144,Whoa!,surprise,0.8872137069702148
3149.216,This place has changed.,neutral,0.7255739569664001
3152.319,Mount Crushmore?,surprise,0.6212266087532043
3154.692,- Those are her top four? - [Disgust sighs],disgust,0.9566373229026794
3156.288,The only one that matters is Lance.,neutral,0.9119181036949158
3158.633,"Well, at least they got his good side.",neutral,0.8490756154060364
3160.431,- Every side is his good side. - [posters rustling],neutral,0.7928341627120972
3163.102,- <i>The Rumor Mill?</i> - Ooh.,surprise,0.9271633625030518
3164.712,Where all of our good gossip comes from.,neutral,0.923121988773346
3166.348,"[Vendor] Extra, extra!",surprise,0.3252115547657013
3167.509,Pipin' hot rumors right off the mill!,neutral,0.3540436923503876
3169.623,"""The teacher's lounge has a hot tub""?",surprise,0.6404558420181274
3171.858,"""Lucy from math class is legit psychic""?",neutral,0.49828800559043884
3174.63,"""Abbie R's been texting Mike T,",neutral,0.7250036597251892
3176.033,"""but Mike T's been obsessing over Sarah M""? [gasps]",neutral,0.49873772263526917
3178.572,Where's the journalistic integrity?,neutral,0.4252946674823761
3180.336,Oh! Fort Pillowton's still here!,surprise,0.9043107628822327
3182.214,And it even got bigger.,neutral,0.3693189322948456
3184.281,Hmm.,neutral,0.8234972357749939
3185.416,And orange?,neutral,0.612415075302124
3191.098,"[Anxiety] <i>All right, 22, Riley breaks her leg in practice,</i>",fear,0.9285223484039307
3193.369,<i>disappointing everyone.</i>,surprise,0.3773411214351654
3194.435,<i>Nice job.</i>,joy,0.9373649954795837
3195.607,"<i>Now, 18. Val and Dani whispering</i>",neutral,0.6912006139755249
3197.268,<i>after Riley misses a goal.</i>,sadness,0.8679293394088745
3198.569,<i>Great! We need to help Riley prepare.</i>,joy,0.8782541751861572
3201.485,<i>Now's the time to send up</i>,neutral,0.9120224118232727
3202.81,<i>every possible thing that could go wrong.</i>,fear,0.6922721862792969
3205.052,<i>We are looking to the future.</i>,neutral,0.8603830337524414
3207.224,<i>Every possible mistake she could make.</i>,neutral,0.3801042139530182
3209.333,[workers chattering],disgust,0.5132971405982971
3210.762,"<i>Come on, 17. I'm not seeing anything from you.</i>",neutral,0.5616120100021362
3217.013,"[Anxiety] <i>Riley misses an open goal,</i>",fear,0.9602795243263245
3218.379,<i>Coach writes about it in her notebook.</i>,neutral,0.8412243127822876
3219.384,<i>Yes!</i>,anger,0.30145955085754395
3220.453,<i>More like that.</i>,neutral,0.8110256195068359
3222.083,"[Disgust] Oh, no!",disgust,0.9801495671272278
3223.256,They're using Riley's imagination against her.,anger,0.5437337756156921
3225.227,"<i>Val and her friends like us now,</i>",neutral,0.8139814734458923
3226.658,"<i>but if we don't make the team,</i>",sadness,0.46605801582336426
3227.734,<i>will they like us tomorrow?</i>,neutral,0.7715567350387573
3229.304,[sighs],disgust,0.4457285702228546
3232.471,"Okay, let's go to number three.",neutral,0.7877083420753479
3234.08,"- [both cheering] - Bree and Grace's team win,",joy,0.9744083881378174
3235.476,- and we look stupid. - [groans],anger,0.5094588994979858
3237.186,"Number 22. Val passes to us, and we miss it. [gasps]",sadness,0.9129742383956909
3241.698,We can't let her do this to Riley.,anger,0.5472345948219299
3243.434,We have to shut this down.,anger,0.41129231452941895
3245.805,"- [worker groans] - [Anxiety] <i>Love it, 37.</i>",fear,0.9443058371543884
3247.667,<i>Riley hits the puck into her own net.</i>,neutral,0.8047434091567993
3251.014,- Why are you drawing a hippo? - I'm not.,surprise,0.70906662940979
3253.577,I... [stammers] I'm drawing Riley!,surprise,0.34350454807281494
3254.82,"Joy, you forgot her ponytail.",surprise,0.44860246777534485
3256.384,"Oh, I love her pony tail. Yes!",joy,0.9002489447593689
3258.687,Riley scores and everyone hugs her?,joy,0.7254220843315125
3260.698,"81, that is not helping.",sadness,0.4492047131061554
3262.399,Riley paints her nails to match her jersey.,neutral,0.9290575981140137
3264.37,Everybody copies her. And she is so cool.,joy,0.4192180335521698
3267.073,Riley wears knee pads.,neutral,0.8455213904380798
3269.213,We buy flowers for the losing team!,neutral,0.3292483389377594
3272.449,What? I can't always be the rage guy.,anger,0.8792734146118164
3275.221,"No, no. I liked it.",joy,0.8862003684043884
3276.663,Nail polish? Knee pads?,neutral,0.5490646958351135
3278.262,I'm starting to think you guys,neutral,0.5065220594406128
3279.495,don't understand the assignment.,sadness,0.3965334892272949
3281.399,- [can clatters] - What...,surprise,0.7293251156806946
3282.608,[muffled cheering],anger,0.8756468892097473
3284.579,[sighs in relief],sadness,0.4885626435279846
3285.774,What? Who sent that projection to Riley?,surprise,0.8954262137413025
3288.713,- Why would I know that? - Don't look at me.,anger,0.5629147887229919
3290.358,[groans],neutral,0.9251315593719482
3291.455,- [keys clacking] - [console beeping],neutral,0.8799410462379456
3293.156,What is going on?,surprise,0.6486635208129883
3294.427,Who is sending all this positive...,surprise,0.6853405237197876
3298.132,<i>Joy.</i>,joy,0.8033766746520996
3299.537,- <i>I know you're in there.</i> - [workers gasping],disgust,0.3200055658817291
3301.314,- [worker 1] Is that really her? - [worker 2] Is she really here?,surprise,0.8643128275871277
3302.983,[worker 3] Joy from Headquarters?,surprise,0.696036696434021
3304.579,The mind police are on their way.,neutral,0.8827971816062927
3306.214,[shuts down],anger,0.32730716466903687
3307.584,"Well, I think we gave it our best shot.",neutral,0.6479870676994324
3309.057,Don't listen to Anxiety.,fear,0.672315239906311
3310.859,She's using these horrible projections to change Riley.,disgust,0.7031337022781372
3314.432,"<i>Joy, I'm doing this for you!</i>",joy,0.9123232364654541
3316.404,This is all so Riley can be happier.,joy,0.7589854001998901
3318.413,"If you wanted her to be happy, then you'd stop hurting her.",anger,0.4761452376842499
3323.05,Who's with me?,surprise,0.6485046148300171
3324.851,- [worker 4] Uh-uh. - [workers whimpering],fear,0.297023206949234
3327.156,Really? Nothing?,surprise,0.947587788105011
3329.097,"[Anxiety] <i>Sorry, Joy.</i>",sadness,0.8107717037200928
3330.565,"- [screen chimes] - Yeah! I see you, 87.",joy,0.5246860384941101
3333.508,A cat.,disgust,0.8484935760498047
3334.672,"A little off-topic, but I'll take it.",neutral,0.895624577999115
3336.714,Who else? Come on!,anger,0.7066070437431335
3338.482,<i>What if Riley is better than Val</i>,neutral,0.37114429473876953
3339.755,<i>and then Val hates her?</i>,anger,0.6983866691589355
3341.216,Or what if Riley is better than Val and Val respects her?,neutral,0.6802551746368408
3344.759,- [screens chiming] - [Joy] Yeah! There we go!,joy,0.8300004005432129
3346.536,[sighs softly],sadness,0.748194694519043
3348.031,What if Riley is so bad she has to give up hockey forever?,fear,0.5129883885383606
3351.244,"What if Riley does so well that the coach cries,",neutral,0.6153252720832825
3354.31,"and the Olympics call,",neutral,0.8836565017700195
3355.648,and she rallies a weary nation to victory?,sadness,0.5204944610595703
3358.683,"Uh, Joy, reality is also a thing.",neutral,0.8237466216087341
3360.993,[screens chiming],neutral,0.8138879537582397
3362.763,No!,anger,0.5688469409942627
3363.86,"Anxiety has got you all chained to desks,",fear,0.849976122379303
3367.105,drawing nightmares!,fear,0.9535094499588013
3368.442,But you don't have to take it anymore!,anger,0.806511402130127
3371.18,Pencils down! Projections off!,neutral,0.5508988499641418
3373.356,Yeah!,surprise,0.4714649021625519
3374.486,- Enough is enough! - [worker cheering],joy,0.9795899391174316
3378.357,[gasps] My projections!,surprise,0.7828930020332336
3380.162,Pillow fight!,joy,0.31714531779289246
3381.505,[all laughing],joy,0.6461085081100464
3383.069,[all cheering],joy,0.96319979429245
3384.609,For Riley!,neutral,0.40171894431114197
3386.037,- <i>We need to be prepared.</i> - [screen shatters],fear,0.495527058839798
3391.358,Oh! No!,surprise,0.7196395397186279
3394.421,[sighs in relief],sadness,0.4885626435279846
3395.523,"Okay, it's time to go!",anger,0.5019704103469849
3397.636,"Yeah, I think so.",neutral,0.9192123413085938
3398.898,"- Bring it on, coppers! - [Joy] Oh, no, no, no.",joy,0.2574034035205841
3402.372,[cop blows whistle],anger,0.4442014694213867
3403.508,- [worker cheers] - [cop groans],joy,0.9308996796607971
3405.213,"[cop] Hey, get back here!",joy,0.624798059463501
3406.384,Quick! To the Parade of Future Careers!,surprise,0.3597639799118042
3408.692,[workers chattering],disgust,0.5132971405982971
3411.663,Grab a balloon!,anger,0.6214043498039246
3412.992,"- [Disgust] Oh, a pastry chef! - [Joy] Underpaid!",disgust,0.987464189529419
3414.201,- [Fear] Art teacher! - [Joy] Underappreciated.,fear,0.9574581980705261
3415.864,"- Oh, ethnomusicologist! - I don't understand",surprise,0.8261008262634277
3418.474,what that is. Oh! Supreme Court justice!,surprise,0.930848240852356
3420.544,- That's the one! - I trust her judgment.,joy,0.4381197988986969
3421.617,Get back here!,neutral,0.4115573465824127
3423.584,- [Disgust] Move! - [cop] They're getting away!,disgust,0.9750069975852966
3427.328,[chuckles] Yes! Now Riley can get some sleep.,neutral,0.4166562259197235
3430.759,[Fear sobbing] I miss the jar!,fear,0.9480629563331604
3433.499,Joy doesn't get it.,sadness,0.3567599952220917
3434.935,"Without our projections, we won't be prepared.",neutral,0.7958422899246216
3437.409,Tomorrow's game is everything.,neutral,0.8142445087432861
3439.042,Coach will either make us a Fire Hawk,neutral,0.8445656895637512
3440.713,or doom us to a friendless future.,sadness,0.5294753909111023
3443.886,I wish we knew what Coach thought about us.,surprise,0.5122560262680054
3447.059,- [gasps] Her notebook! - Yes! That's a great idea!,joy,0.872538149356842
3450.77,[Dani] <i>Everything Coach thinks about you is in there.</i>,neutral,0.8491038680076599
3453.939,All we got to do is sneak into her office,neutral,0.8076512813568115
3455.844,- and read it. - [Embarrassment whimpers],disgust,0.8769935369491577
3460.855,"[Anxiety] <i>Come on, Riley. Move those feet.</i>",fear,0.9730169773101807
3463.194,She doesn't want to?,disgust,0.5261715054512024
3464.497,"Uh, are we pushing her too hard?",disgust,0.30204394459724426
3466.17,We got to see what's in the notebook!,surprise,0.3985256552696228
3468.168,It's the only way for us to know how we can do better.,neutral,0.9469406008720398
3478.553,"Oh, Riley, no.",neutral,0.3411766290664673
3480.899,[whimpers] Oh. Hmm.,disgust,0.46358609199523926
3483.6,"[whispering] Joy? Come in, Joy.",joy,0.5733025074005127
3485.67,"[Joy loudly, over radio] <i>Sadness?</i>",sadness,0.9799668192863464
3486.772,"[muffled] <i>Sadness, what's wrong?</i>",sadness,0.9745946526527405
3487.914,Why is Riley awake again?,surprise,0.5642711520195007
3489.214,- Over. - [Fear screaming],fear,0.9706027507781982
3490.652,Anxiety is making Riley break into the coach's office.,fear,0.970542311668396
3493.455,- What? - She knows better than that.,surprise,0.8838822245597839
3495.184,She will once we get her Sense of Self back.,neutral,0.9752428531646729
3497.859,"Sadness, you have to stop her.",sadness,0.9768543839454651
3500.267,<i>Just don't get caught.</i>,fear,0.34332984685897827
3502.834,- <i>Over!</i> - [radio beeps],neutral,0.4419848322868347
3507.282,[♪ tense music playing],neutral,0.7027703523635864
3510.857,[door clatters],anger,0.45853450894355774
3515.592,[Sadness] Psst.,sadness,0.9762187004089355
3517.463,Psst!,surprise,0.34432536363601685
3524.815,- [distant clattering] - [footsteps approaching],neutral,0.6002757549285889
3526.584,- [door closes] - [gasps],neutral,0.48945918679237366
3530.965,[footsteps approaching],fear,0.6709100604057312
3535.136,[lock clicking],neutral,0.9017418622970581
3541.678,[breathing heavily],disgust,0.7270299196243286
3542.748,[Anxiety and Envy exclaiming],fear,0.9544482231140137
3549.56,[sighs in relief],sadness,0.4885626435279846
3553.803,"- No, Riley, no. - [Ennui yawns]",neutral,0.5668932795524597
3557.277,[yawns],joy,0.5019993185997009
3561.417,Oh!,surprise,0.8990018963813782
3570.27,[sniffles],neutral,0.7100306153297424
3574.544,Why did she stop?,anger,0.7401120662689209
3575.611,[gasps] Sadness?,sadness,0.977959156036377
3577.684,Ennui! Where's your phone?,surprise,0.599059522151947
3579.152,"Ooh, la, la, my phone? Where is my phone?",surprise,0.5513439178466797
3581.496,Seriously? This is not happening!,surprise,0.6699376702308655
3583.593,"No, no, no!",fear,0.5004587173461914
3584.901,"Okay, she's got to be here somewhere. Find her.",neutral,0.590615451335907
3588.034,- Gotcha! - [books clatter],neutral,0.5060760378837585
3591.544,[sighs in relief],sadness,0.4885626435279846
3605.702,Sadness.,sadness,0.9730008244514465
3606.971,[Sadness] Uh... No.,sadness,0.9665669202804565
3609.917,[sighs] I know Riley sneaking around feels wrong.,disgust,0.44815364480018616
3613.291,This isn't who Riley is.,neutral,0.8462015390396118
3615.494,It's not about who Riley is.,neutral,0.956987738609314
3617.962,It's about who she needs to be.,neutral,0.9396306276321411
3632.589,[gasps],neutral,0.8055470585823059
3634.531,"[gasps] ""Not ready yet""?",neutral,0.5672513842582703
3636.8,Wait. Coach already decided?,surprise,0.7554723620414734
3639.607,We're not making the team?,surprise,0.6524352431297302
3640.907,No. We have one day left.,neutral,0.8981820344924927
3643.11,What do we do? What can we do?,fear,0.5466011762619019
3644.72,"- Okay, okay, okay. - What would Val do?",anger,0.4258919060230255
3646.155,"Uh, well, we're just gonna have to change Coach's mind.",neutral,0.8007883429527283
3649.255,Which means we're gonna need ideas.,neutral,0.854320228099823
3651.232,Lots of them.,neutral,0.7725927829742432
3652.126,[thunder rumbles distantly],fear,0.6063610315322876
3655.508,- [thunder rumbling] - Ow!,sadness,0.4000338017940521
3659.14,"Oh, no. It's a Brainstorm!",surprise,0.7024073600769043
3662.149,- [all screaming] - [Fear] Too close!,fear,0.972022533416748
3665.359,Hog the puck?,surprise,0.4054565131664276
3666.859,Trash talk the other team?,neutral,0.6018403768539429
3671.603,- [laughing] Ooh! - Yes!,joy,0.7390332221984863
3675.409,We can't let these bad ideas get to Riley. [grunts],disgust,0.41058704257011414
3678.779,Joy!,joy,0.8137962222099304
3679.881,[rumbling],neutral,0.27186352014541626
3681.726,- Smash as many as you can! - Joy!,joy,0.8216286301612854
3685.727,Joy!,joy,0.8137962222099304
3686.829,[all screaming],anger,0.7261609435081482
3692.41,I'll start sorting these into ideas I wish I'd thought of.,neutral,0.6897070407867432
3695.117,"Oh, no, no, no. None of these are good enough.",disgust,0.5400432348251343
3697.456,We need more. Get more!,neutral,0.6179925799369812
3699.557,[grunting],disgust,0.5870199203491211
3701.464,Get on the balloon!,anger,0.3963017463684082
3703.268,[grunting] Whoa!,surprise,0.8259303569793701
3705.372,"[grunting, spits]",disgust,0.8457465171813965
3707.337,This is worse than the broccoli!,disgust,0.9520824551582336
3709.645,[breathing heavily],disgust,0.7270299196243286
3712.883,[gasps] Quick! Grab an idea.,neutral,0.5792397856712341
3715.325,"[grunts, screams]",disgust,0.5565637350082397
3717.092,- Whoa! - These ideas are too small.,surprise,0.9212014675140381
3719.632,These ideas are too small!,surprise,0.4755006730556488
3721.031,We need something bigger.,neutral,0.9226913452148438
3724.308,[gasps],neutral,0.8055470585823059
3726.843,That's our way out!,joy,0.3167155981063843
3728.416,[panting],disgust,0.4002476632595062
3733.788,Ready?,neutral,0.7957932353019714
3737.735,- [Joy grunts] - [all screaming],neutral,0.6230481863021851
3741.972,Joy! We need this idea!,joy,0.8359887003898621
3744.244,"If Riley takes one of these ideas,",neutral,0.9333637952804565
3745.649,it could be a disaster!,fear,0.6194798350334167
3747.049,"Joy, the only way out is up.",neutral,0.37457048892974854
3752.661,[all screaming],anger,0.7261609435081482
3758.409,[all grunt],disgust,0.41333502531051636
3762.217,[thuds],neutral,0.5993871688842773
3764.113,That's a big idea!,surprise,0.45283982157707214
3765.786,Whoa! I like it.,joy,0.695455014705658
3768.464,"- Oh, no. - [all screaming]",surprise,0.2491140216588974
3774.439,Hold me!,anger,0.7880039215087891
3776.209,- Seriously. Hold me! - [Disgust screaming],disgust,0.9448109269142151
3778.581,[Anger screaming],anger,0.9811998009681702
3779.886,"[Disgust] Fear, you have a parachute?",disgust,0.9289728403091431
3782.72,"[Fear] Uh, yes.",fear,0.9303287863731384
3783.994,"The real question is, why don't any of you?",anger,0.3949038088321686
3785.759,[Disgust laughs],disgust,0.9808201193809509
3786.998,- [Fear] Land! Yes! - [Disgust] Yes!,disgust,0.9272566437721252
3789.201,- [Fear] Stuck the landing! - We did it!,fear,0.9009072780609131
3790.84,- We made it! - [Anger laughing],anger,0.8879213929176331
3791.907,"Come on, to the Back of the Mind!",anger,0.5968480706214905
3794.108,"You're finished, Anxiety!",fear,0.6125102043151855
3796.848,[warbling weakly],neutral,0.6177145838737488
3799.022,Coach is right. Riley isn't ready.,sadness,0.49414047598838806
3800.994,But we're so close to a new Riley who is.,neutral,0.6136420965194702
3804.667,This is what we're missing.,neutral,0.87498939037323
3806.338,We show them we're a Fire Hawk who will do whatever it takes.,neutral,0.9330452680587769
3810.978,[♪ thrilling music playing],joy,0.9621039032936096
3832.216,"Finally, we're one of them!",surprise,0.38982078433036804
3834.891,"What do you think, Sadness?",sadness,0.8081206679344177
3836.258,"- Well, I... - Awesome!",joy,0.8815735578536987
3837.866,[Envy] <i>Red is really our color.</i>,neutral,0.9038430452346802
3839.37,"[Bree] Yeah, no,",disgust,0.6487970948219299
3840.529,"I mean, it's so much fun.",joy,0.9866976141929626
3846.384,[Bree chuckling],neutral,0.37500107288360596
3847.58,"Okay, it's giving jealousy. I'm sorry.",sadness,0.7096396088600159
3850.417,[scoffs] They wouldn't know cool,surprise,0.2762727737426758
3851.793,if it hit them in the face.,anger,0.900883674621582
3853.258,"[Valentina] Hey, Michigan.",joy,0.606411874294281
3854.931,"Oh! Rocking the red, huh?",joy,0.47477033734321594
3857.298,- Yes! - We are in.,neutral,0.2809072434902191
3859.368,[chuckles] I hope it's okay.,neutral,0.8186975121498108
3861.079,"I know I'm not officially a Fire Hawk yet,",neutral,0.7801880836486816
3862.576,but I figured since we're on the same team,neutral,0.7696334719657898
3864.179,"we should match, right?",neutral,0.5179815888404846
3865.555,"Yeah, yeah, that's fine.",neutral,0.43861961364746094
3866.724,"Did you, um, sleep last night?",neutral,0.5144570469856262
3868.222,"No, how could I? Big game today!",surprise,0.8383588194847107
3870.654,You mean the camp scrimmage?,surprise,0.382065087556839
3872.133,See? I told you not to freak her out.,anger,0.2786839008331299
3874.535,"You're all good, okay? I see you're in your zone.",neutral,0.5102383494377136
3876.975,Get ready to score some goals.,neutral,0.8554366230964661
3878.943,Yeah! I will!,anger,0.7034324407577515
3880.379,Val scored two goals in the scrimmage,joy,0.6341029405593872
3882.082,to become a Fire Hawk.,fear,0.696131706237793
3883.219,And you know what's better than two?,neutral,0.4950212240219116
3885.021,- Three! - Three!,surprise,0.46651536226272583
3886.092,I was just about to say that.,neutral,0.8089417815208435
3887.362,We were about to say that at the same time.,neutral,0.8262882232666016
3888.991,But how are we gonna score three goals?,neutral,0.2870146930217743
3892.073,The new Riley will handle anything.,neutral,0.957930862903595
3894.176,And I think this is the finishing touch.,neutral,0.6570720076560974
3897.815,[panel chimes],neutral,0.8790956735610962
3900.117,I'll be right back.,neutral,0.9285252094268799
3905.059,[grunting],disgust,0.5870199203491211
3906.633,Come on!,anger,0.7241723537445068
3907.871,- We're so close. - [all grunting],neutral,0.576519250869751
3909.363,The Sense of Self is just on top of that mount... [gasps],neutral,0.8372466564178467
3915.818,That is a lot.,neutral,0.7109581232070923
3917.289,This is more than I remember sending back here.,neutral,0.6208350658416748
3919.925,"Oh, when she walked into",surprise,0.6086458563804626
3921.262,that glass door at that party. Oof!,surprise,0.6965465545654297
3923.058,"Yeah, and breaking Grandma's favorite plate.",neutral,0.40265998244285583
3925.502,Thank goodness these aren't part of her.,neutral,0.6316296458244324
3927.604,"- [Fear] Phew! - [Disgust] Oh, yeah.",disgust,0.965103030204773
3929.646,[giggling],disgust,0.613788366317749
3933.753,[crackling],anger,0.5072534084320068
3938.697,[squeals],neutral,0.6082695722579956
3942.2,[grunts] There it is.,neutral,0.8356066346168518
3946.547,[grunting],disgust,0.5870199203491211
3948.507,[warbling],neutral,0.6213586926460266
3950.321,"[Riley echoing, fading] <i>I'm a good person.</i>",neutral,0.5234037041664124
3953.659,"Oh, no.",disgust,0.23084723949432373
3962.073,[Anxiety panting],fear,0.8605377674102783
3964.739,"Yes. Come on, come on.",anger,0.42273131012916565
3966.95,Here we go!,joy,0.5272075533866882
3970.458,[Riley echoing] <i>I'm not good enough.</i>,sadness,0.9017020463943481
3973.357,What?,surprise,0.9222372174263
3974.331,[echoing] <i>I'm not good enough.</i>,sadness,0.9163985848426819
3977.07,[ground rumbling],fear,0.22660647332668304
3978.276,[Riley echoing] <i>I'm not good enough.</i>,sadness,0.9017020463943481
3981.679,- [Embarrassment whimpering] - Are you sure...,disgust,0.8288359642028809
3983.543,Don't worry.,fear,0.7087680697441101
3984.917,It's just that she knows that there's always room,neutral,0.9631685018539429
3985.681,for self-improvement.,neutral,0.5778678059577942
3986.791,She'll be fine.,neutral,0.8745251893997192
3990.265,"Sadness, we have the Sense of Self.",sadness,0.9769877195358276
3992.036,[over radio] <i>Bring us back!</i>,neutral,0.5316370129585266
3993.161,"- <i>Sadness, do you copy?</i> - [struggling]",fear,0.5543326735496521
3995.203,Psst. Psst!,neutral,0.41543617844581604
3998.205,[Riley echoing] <i>I'm not good enough.</i>,sadness,0.9017020463943481
4005.156,Oh...,neutral,0.6805174946784973
4009.167,"Okay, I can work with this.",neutral,0.7739794850349426
4010.764,I just need to recalibrate,neutral,0.8493057489395142
4011.968,the console and make sure it's ready.,neutral,0.9385088682174683
4013.174,Just no more surprises.,surprise,0.47899168729782104
4015.579,"Okay, this one goes here. Check.",neutral,0.8087923526763916
4017.349,That one goes there. Check.,neutral,0.9343956708908081
4018.781,Not exactly there. Here.,neutral,0.6160329580307007
4020.223,Come on. Turn it up a little bit.,anger,0.537326991558075
4021.657,It's got to be absolutely perfect.,neutral,0.7528719305992126
4023.387,That one is definitely wrong. What is happening?,anger,0.37362661957740784
4025.434,"- [radio chirps] - [Joy] <i>Sadness, now!</i>",sadness,0.9737890958786011
4029.171,[screaming],fear,0.9269857406616211
4031.737,[pipes clang],neutral,0.7653909921646118
4034.048,[clattering],disgust,0.7017748951911926
4036.855,Oh...,neutral,0.6805174946784973
4038.518,Joy...,neutral,0.4686362147331238
4039.588,"- Oh, no! - Uh...",disgust,0.24433426558971405
4041.195,[pipes clattering],anger,0.32832542061805725
4044.002,[all scream],anger,0.6554564237594604
4050.412,[memories clattering],neutral,0.5809025764465332
4059.259,[Riley distorted] <i>I'm a good person.</i>,joy,0.7238736152648926
4062.572,[echoing] <i>I'm not good enough.</i>,sadness,0.9163985848426819
4068.449,That was our only way back.,neutral,0.9292506575584412
4070.213,- What do we do? - We were so close.,surprise,0.7847132086753845
4081.207,Joy. Joy!,joy,0.7928696274757385
4083.279,Where are you going?,neutral,0.46486973762512207
4100.481,- [blows whistle] - <i>Twenty-eight!</i>,neutral,0.5398833751678467
4102.009,"<i>Andersen, tripping!</i>",surprise,0.5964754223823547
4106.393,- [blows whistle] - <i>Twenty-eight!</i>,neutral,0.5398833751678467
4107.492,"<i>Andersen, tripping!</i>",surprise,0.5964754223823547
4109.064,[rewinding],neutral,0.9124090671539307
4112.17,[fast-forwarding],neutral,0.9149642586708069
4114.706,- [blows whistle] - <i>Twenty-eight!</i>,neutral,0.5398833751678467
4116.006,"- <i>Andersen, tripping!</i> - [sighs]",sadness,0.8327342867851257
4119.178,"[teacher] <i>I expected better, Riley.</i>",neutral,0.6269128322601318
